"seuil","prob_pct"
2.70114794458615,0.894
2.70172800135183,0.894
2.70230805811752,0.892
2.7028881148832,0.891
2.70346817164888,0.89
2.70404822841457,0.889
2.70462828518025,0.888
2.70520834194593,0.887
2.70578839871162,0.884
2.7063684554773,0.881
2.70694851224299,0.881
2.70752856900867,0.881
2.70810862577435,0.881
2.70868868254004,0.877
2.70926873930572,0.875
2.7098487960714,0.874
2.71042885283709,0.872
2.71100890960277,0.869
2.71158896636845,0.867
2.71216902313414,0.866
2.71274907989982,0.865
2.7133291366655,0.864
2.71390919343119,0.864
2.71448925019687,0.864
2.71506930696255,0.864
2.71564936372824,0.86
2.71622942049392,0.859
2.7168094772596,0.859
2.71738953402529,0.859
2.71796959079097,0.855
2.71854964755666,0.855
2.71912970432234,0.854
2.71970976108802,0.85
2.72028981785371,0.85
2.72086987461939,0.848
2.72144993138507,0.846
2.72202998815076,0.846
2.72261004491644,0.843
2.72319010168212,0.842
2.72377015844781,0.842
2.72435021521349,0.841
2.72493027197917,0.841
2.72551032874486,0.841
2.72609038551054,0.84
2.72667044227622,0.836
2.72725049904191,0.835
2.72783055580759,0.834
2.72841061257328,0.832
2.72899066933896,0.831
2.72957072610464,0.831
2.73015078287033,0.831
2.73073083963601,0.83
2.73131089640169,0.83
2.73189095316738,0.828
2.73247100993306,0.826
2.73305106669874,0.823
2.73363112346443,0.82
2.73421118023011,0.819
2.73479123699579,0.819
2.73537129376148,0.819
2.73595135052716,0.819
2.73653140729284,0.817
2.73711146405853,0.815
2.73769152082421,0.815
2.7382715775899,0.814
2.73885163435558,0.813
2.73943169112126,0.811
2.74001174788695,0.809
2.74059180465263,0.805
2.74117186141831,0.804
2.741751918184,0.8
2.74233197494968,0.799
2.74291203171536,0.799
2.74349208848105,0.799
2.74407214524673,0.796
2.74465220201241,0.795
2.7452322587781,0.793
2.74581231554378,0.792
2.74639237230946,0.792
2.74697242907515,0.791
2.74755248584083,0.79
2.74813254260651,0.788
2.7487125993722,0.785
2.74929265613788,0.785
2.74987271290357,0.785
2.75045276966925,0.785
2.75103282643493,0.784
2.75161288320062,0.782
2.7521929399663,0.782
2.75277299673198,0.782
2.75335305349767,0.78
2.75393311026335,0.777
2.75451316702903,0.776
2.75509322379472,0.775
2.7556732805604,0.774
2.75625333732608,0.772
2.75683339409177,0.771
2.75741345085745,0.77
2.75799350762313,0.77
2.75857356438882,0.77
2.7591536211545,0.769
2.75973367792019,0.768
2.76031373468587,0.768
2.76089379145155,0.765
2.76147384821724,0.764
2.76205390498292,0.763
2.7626339617486,0.762
2.76321401851429,0.76
2.76379407527997,0.759
2.76437413204565,0.757
2.76495418881134,0.754
2.76553424557702,0.753
2.7661143023427,0.752
2.76669435910839,0.751
2.76727441587407,0.75
2.76785447263975,0.75
2.76843452940544,0.746
2.76901458617112,0.746
2.7695946429368,0.745
2.77017469970249,0.743
2.77075475646817,0.743
2.77133481323386,0.743
2.77191486999954,0.743
2.77249492676522,0.742
2.77307498353091,0.741
2.77365504029659,0.741
2.77423509706227,0.737
2.77481515382796,0.735
2.77539521059364,0.733
2.77597526735932,0.732
2.77655532412501,0.73
2.77713538089069,0.73
2.77771543765637,0.728
2.77829549442206,0.728
2.77887555118774,0.727
2.77945560795342,0.727
2.78003566471911,0.726
2.78061572148479,0.725
2.78119577825048,0.724
2.78177583501616,0.723
2.78235589178184,0.721
2.78293594854753,0.72
2.78351600531321,0.719
2.78409606207889,0.718
2.78467611884458,0.718
2.78525617561026,0.717
2.78583623237594,0.717
2.78641628914163,0.715
2.78699634590731,0.713
2.78757640267299,0.713
2.78815645943868,0.711
2.78873651620436,0.711
2.78931657297004,0.71
2.78989662973573,0.709
2.79047668650141,0.707
2.79105674326709,0.706
2.79163680003278,0.706
2.79221685679846,0.706
2.79279691356415,0.703
2.79337697032983,0.701
2.79395702709551,0.698
2.7945370838612,0.697
2.79511714062688,0.695
2.79569719739256,0.691
2.79627725415825,0.689
2.79685731092393,0.687
2.79743736768961,0.687
2.7980174244553,0.686
2.79859748122098,0.685
2.79917753798666,0.685
2.79975759475235,0.685
2.80033765151803,0.682
2.80091770828371,0.682
2.8014977650494,0.681
2.80207782181508,0.681
2.80265787858076,0.681
2.80323793534645,0.681
2.80381799211213,0.681
2.80439804887782,0.681
2.8049781056435,0.68
2.80555816240918,0.678
2.80613821917487,0.677
2.80671827594055,0.677
2.80729833270623,0.677
2.80787838947192,0.676
2.8084584462376,0.675
2.80903850300328,0.675
2.80961855976897,0.674
2.81019861653465,0.672
2.81077867330033,0.672
2.81135873006602,0.671
2.8119387868317,0.669
2.81251884359738,0.668
2.81309890036307,0.667
2.81367895712875,0.665
2.81425901389444,0.664
2.81483907066012,0.662
2.8154191274258,0.66
2.81599918419149,0.658
2.81657924095717,0.657
2.81715929772285,0.656
2.81773935448854,0.655
2.81831941125422,0.652
2.8188994680199,0.652
2.81947952478559,0.652
2.82005958155127,0.651
2.82063963831695,0.649
2.82121969508264,0.648
2.82179975184832,0.646
2.822379808614,0.645
2.82295986537969,0.645
2.82353992214537,0.643
2.82411997891105,0.642
2.82470003567674,0.639
2.82528009244242,0.639
2.82586014920811,0.638
2.82644020597379,0.638
