"m1","d1","m2","d2","sigma1","sigma2","rho1","lambda","v1","v2","phi1","phi2","rho2"
-0.016220144316541,0.0622934583241915,-1.78339198100427,17.1920173671518,0.0183657986393585,0.0458385212803849,0.317267283199389,0.0632399920633996,0.0371838380120455,2.13470013168569,0.0347879727365767,1.3584677617398,-0.685669467156102
-0.0170998770344001,0.0622065129070558,-1.81624627359133,18.1220465169102,0.0184332534703301,0.046419412760909,0.381701853938751,0.0792777797388393,0.0360442384554406,2.14580189261712,0.0348328142363262,1.34612971808685,-0.699053985490601
-0.0329393412077245,0.0678587341926741,-1.77921560421385,18.1869036327904,0.0180653026581247,0.0468130472438726,0.379201421127043,0.0660904988752662,0.036063853624847,2.12020359631351,0.0344850841553822,1.30487471979628,-0.716328380702876
-0.021862414381682,0.0643755838032017,-1.75683380097507,18.2588382188521,0.018319626319911,0.0454987801896249,0.374561042408577,0.0790006561064437,0.0372440085180664,2.14602487455943,0.0348165773827105,1.18500694662209,-0.720384403574467
-0.0119414793006043,0.0610044256793401,-1.75202354892066,18.803677821644,0.0182133198949723,0.0445145235976037,0.387378728880388,0.0784978651712369,0.0404768683128724,2.13223059974915,0.0346714053872333,1.19004572025589,-0.735292252477576
-0.0148267838284054,0.0565314138136626,-1.77124398324725,18.3482109412694,0.0179683798819828,0.044619936541113,0.418259443200942,0.111958676246942,0.0375210086745262,2.07972220355735,0.0343320874202006,1.16474924957545,-0.722344543879164
0.000707235873393313,0.0548552037247756,-1.79161861165191,17.5081157287527,0.0180214943870924,0.0449499603055659,0.363729699258837,0.0707029622116622,0.0465112142461611,2.03944132856552,0.0345671793861886,1.25031154028257,-0.734621662911332
-0.0319416863439554,0.0583163852043903,-1.81412943819191,17.9996388494024,0.0178195683251394,0.0441721983536887,0.496716203785696,0.0974775410481253,0.0375077206243525,2.05489032516729,0.0343870961519842,1.27948419455755,-0.739613384465987
-0.0405589436697079,0.0567591175800383,-1.77603217861827,18.4871181184927,0.0174610922639197,0.0442454760362949,0.435874337811418,0.0607203230891478,0.0373829386775032,2.05009585945194,0.0348438363762446,1.30536289679423,-0.753582950332828
-0.0230436436360398,0.050795694851557,-1.70295674044308,18.6596324793781,0.0172384685311185,0.0436056027320119,0.252753009979297,0.0472816419176444,0.0368546649721888,2.0367756229609,0.0350199247981861,1.34885860336228,-0.751581497080532
-0.0120070274271581,0.0498902601578224,-1.70419595575708,18.4325007503862,0.0175511371185765,0.0435904727137615,0.408054369452976,0.0366931649263425,0.0377939251238881,2.04458532484674,0.0351436359696847,1.3391985655969,-0.770712595923931
-0.0036410314332527,0.0490437217322544,-1.73705346953521,17.6435585542191,0.0172085835473751,0.0428178836775596,0.317549136008847,0.0439663411139046,0.043215970076708,2.00878895456581,0.0350533885145527,1.38732293951427,-0.782862651996446
-0.0203855144848604,0.0494371564344698,-1.75219005354197,18.0610295344435,0.0164338364061569,0.0434116839724085,0.509731221135356,0.0424205049648076,0.0374954254960402,1.95640286606267,0.0347506030753173,1.44773679866063,-0.778200673936576
-0.0121647528129627,0.0496061821120862,-1.74905275029457,19.301502057896,0.016547134054484,0.0429908668660086,0.684941428357067,0.0516280953601508,0.0392552268839457,1.98273012929644,0.0346623545494392,1.49393520997013,-0.773038839089491
-0.0121647528129627,0.0496061821120862,-1.74905275029457,19.301502057896,0.016547134054484,0.0429908668660086,0.684941428357067,0.0516280953601508,0.0392552268839457,1.98273012929644,0.0346623545494392,1.49393520997013,-0.773038839089491
-0.00863685967539999,0.0503147736640689,-1.78979436702081,20.014361074425,0.017218914263011,0.0429694332230778,0.702641458346788,0.0493362276147146,0.0391222202634757,1.96194030877387,0.0347825063208611,1.53189771616881,-0.774050631619752
-0.0126020684681348,0.0498331214415508,-1.8176886231934,19.8907447208913,0.0169700287135967,0.0421992420535226,0.683629830694192,0.0593055849498425,0.0435801879597594,1.97148584954009,0.0349579997283283,1.49172939429266,-0.787467267735581
-0.00314279973390029,0.0510986348077954,-1.85512731254278,18.128152916683,0.0169645959824433,0.0439746292085815,0.156480116906242,0.0703628709818289,0.0384234820200801,1.97772471735453,0.0349540523890116,1.48873105545463,-0.752850695381153
-0.0211232892867592,0.0529965460753731,-1.86100257610421,18.2751797113813,0.0168772830151927,0.0441033043235785,0.0744774731336452,0.0829617108105707,0.0347955039529106,1.99856918323824,0.0349144802077159,1.48146576446707,-0.758147595511269
-0.00351166492037331,0.0523623032244095,-1.8474981306996,16.670561489141,0.0165048506085931,0.0434795374491324,-0.16386814127884,0.0616101748110816,0.0397711524536481,1.93068632311054,0.034965567568687,1.56281872626401,-0.755919764033784
-0.0145571607580611,0.0504151907829049,-1.79439772543137,16.9342523684678,0.0165777007968188,0.0434636637630759,-0.00617006362313073,0.0540698738259552,0.0372053585594827,1.93154164801933,0.0353188784579243,1.61233920156291,-0.732057178487951
-0.017401822067731,0.0527914830426707,-1.77614894740205,17.7161576051806,0.0163744189980396,0.0430818982874882,-0.205481800566638,0.0562991897880569,0.0389480535409358,1.94139406320104,0.035222811457481,1.61657768149069,-0.742649132307277
-0.0108652099454044,0.0536110251275597,-1.77263613587087,18.8381608541421,0.015635113657384,0.0430694776801344,-0.102048462491457,0.0598633491784633,0.0412266695091519,1.93166514260662,0.0352172546040801,1.66227758724022,-0.746696669711231
-0.0208985513534295,0.0550479263495756,-1.79736301254613,18.2862217252181,0.0162877973439183,0.0429070867594552,-0.287377408157101,0.0417890978438187,0.0391222390888579,1.9624133861727,0.0357603661997097,1.67812789441206,-0.763972321986763
-0.0168421356779602,0.0495644378186622,-1.76577291390816,17.6375721956676,0.0168887608775954,0.0442592553057374,-0.0515965511536244,0.0503508005563896,0.0465321643513831,1.99625143234843,0.0361647051700496,1.52380930563914,-0.739995152765903
-0.00963705764727649,0.0495934900380954,-1.79600717818,16.4487963608213,0.0177551703665845,0.0440119094099742,-0.31095488767431,0.0657597413793686,0.0409097783477653,1.95876528985258,0.0350328924336606,1.48264602950057,-0.749135681608243
-0.021525346938062,0.0459098605154213,-1.82090221670321,17.7352268509046,0.0181240064354205,0.0436214554077432,-0.386104462826553,0.0508073733212911,0.0355070304591535,1.95601773848252,0.0353132707264231,1.48588559163933,-0.740258975702617
-0.00394416059688782,0.0469262096739986,-1.83305076758346,18.2934467481754,0.0181830011799958,0.0436775869446755,-0.566285092410736,0.0488332849889911,0.0456954588204752,1.90791727489055,0.0357361012345872,1.46222015379949,-0.736372366258661
-0.0124395964922696,0.0483328438086001,-1.82975207627587,18.0580226088029,0.0186108395853572,0.0438271009914395,-0.489053410018826,0.0695923734443668,0.0386514493772946,1.94619799491066,0.0357491910325359,1.44456848561265,-0.7392065812746
-0.0176210952301244,0.0516349597888706,-1.83722897195784,16.5695675175717,0.0181749202235542,0.0439500453724261,-0.329901654545531,0.0541538374631045,0.0432502947236136,1.97481303862847,0.0367463171923342,1.44802588992249,-0.749694837985887
0.000111324160579393,0.0530343999442204,-1.81578109023142,16.9201040483035,0.0179592447016205,0.0443300191167978,-0.113434322273756,0.0487517857804182,0.0457969996922236,1.97032301583137,0.0365604964076729,1.4575794188359,-0.729746013790816
-0.011927984503473,0.0497030965726142,-1.75897916494386,18.3305034758225,0.0172210796870278,0.0451499094151277,-0.175836320976652,0.0357657866238164,0.0349481494208435,1.94283631988729,0.0365033625845638,1.43213298324081,-0.760940828524751
-0.024767440911405,0.0483858335353036,-1.76338890131313,17.4974493019839,0.017487511066522,0.0453915700464807,-0.335853431781363,0.0359547497859222,0.046241329783254,1.91300027600236,0.0364000489355843,1.45502294691485,-0.783776480001417
-0.00797253144589355,0.0465814403871149,-1.73851303629965,18.2279793446569,0.0187546558645429,0.0455940254153414,-0.337853614200114,0.0432219681349223,0.0474742955032524,1.96874454591992,0.0361570308721405,1.43407399820328,-0.775781762820502
-0.0124243816299501,0.0472961212041578,-1.72789202715049,17.8994967368251,0.0190363025632959,0.0455537159231621,-0.223278417250587,0.0433455771050024,0.0363152824348048,1.96531613751912,0.0360324165778076,1.43994395495038,-0.774383465431091
-0.0170266809651382,0.043091236631539,-1.73173802279634,17.5444009212284,0.018073903645096,0.0455383486437154,-0.318129964519885,0.0512036273363247,0.0458386177372968,1.91587523051254,0.0357408540368556,1.46642048921551,-0.788581995152762
-0.0084106354321818,0.0432379701740442,-1.70021813468395,18.3791502675835,0.0170433247340048,0.045214295880367,-0.151639257873037,0.0892002840661155,0.0430347842593774,1.9506158494955,0.0358688005053494,1.42932778585195,-0.799104480407447
-0.0123888283926348,0.0449933822402672,-1.66676708076558,17.2047251431351,0.0174378656479597,0.0456996814110881,-0.355907321411221,0.0886528743396942,0.0391010869860555,1.98166696634348,0.0352670271637724,1.39489276881296,-0.783920212460923
-0.00751577180610572,0.0460502145479197,-1.63057424622921,18.3610401046617,0.0174554774496223,0.046179387180048,-0.247572430773456,0.076031365621815,0.0440204507199942,1.9700328749099,0.0354557879861163,1.451468798346,-0.772886345587918
-0.014312290715285,0.0460191844815104,-1.63864716391956,18.14935932754,0.0175020137858817,0.0467244414748132,-0.367841264763913,0.0504078073034827,0.0373153710575885,1.98608528996328,0.0354925700957171,1.44603365097727,-0.750735200803622
-0.0290481734822307,0.0453228472521363,-1.61596143666834,18.6073291042614,0.0178055405626204,0.046573633748181,-0.365779688216294,0.0502504686859879,0.0342627818822825,2.00340193360936,0.0352488712047451,1.4416185816112,-0.748061766793548
-0.0167985220475081,0.0512328479049287,-1.63488569080317,17.9628700213525,0.0184355637340142,0.04655400600328,-0.411087822140482,0.0401333691036942,0.0371754339799951,1.98903910152568,0.0348238690859642,1.3968517767558,-0.763621989574325
-0.0226478475567835,0.0534123696531681,-1.61912893162283,17.9392671110015,0.0184474401337723,0.0462742510879283,-0.41114755465797,0.0418984392088525,0.0383436522390917,2.03473395630915,0.0353180454050632,1.42358411683246,-0.774845081393954
-0.00663081604666739,0.0549437789236672,-1.64368180272724,17.656170105413,0.0184024345557403,0.0464599564367484,-0.429016374285499,0.0527351841609805,0.035091189163769,2.01966604286611,0.03517582288309,1.44474094190176,-0.771710681171367
-0.0251094130608931,0.0558604702366681,-1.65796546187011,18.1236202767404,0.0179970943982137,0.0457266144825885,-0.461494955450974,0.0432071367902355,0.0343457525409593,1.99394956898356,0.0351307330058903,1.43209926456879,-0.761838623314563
-0.00526202418927877,0.0515118139947499,-1.66558166180385,19.517957485048,0.0174181149534392,0.0473432123532903,-0.167418754974689,0.0692248965021194,0.038366983051096,2.01132763467875,0.0342750972643198,1.42474203932343,-0.775141177851884
0.000506930333577316,0.0507429267174687,-1.66792591981073,20.1822869007828,0.0170543521877946,0.0482496476844466,0.0139056576805949,0.0685930139014972,0.0475136503573085,2.03177068953768,0.0341468430530187,1.47034953572224,-0.77936730797378
-0.0170502332424517,0.0586107713623391,-1.64646280665864,19.8040048537004,0.0170454603905601,0.0480325372809724,-0.203763525037652,0.0460784314963312,0.0386588869234764,2.09822117728612,0.0338354355414161,1.53851088930895,-0.785184064947206
-0.00458759616244398,0.0564940352482638,-1.63278219189685,18.6566092202678,0.0171137005022058,0.0481548313446159,-0.254670577904729,0.0518761300935139,0.0373136021943201,2.1121862747231,0.03370473190968,1.47942658972618,-0.77820817957601
-0.00948347576714545,0.0580804449239333,-1.63025692509636,17.7250934256174,0.0166384855140987,0.0477243846126712,0.205130364194812,0.0461767785101424,0.0416438710225482,2.11897596335936,0.0328995293883517,1.48347659298389,-0.778543769495714
-0.00864095355671238,0.0601777080002073,-1.6255644449871,18.3445468041265,0.0170266410771941,0.0470363327233608,-0.0130987757489725,0.0565886094354177,0.038417364115735,2.17237483198034,0.0326612525767695,1.53227483693256,-0.789651926654158
-0.0154753041481587,0.0602850955042939,-1.59545668751577,17.734315595225,0.0167733089614575,0.0460302901973189,-0.130592337384907,0.0406101402915883,0.0370412366685662,2.13318563833285,0.0328630083377421,1.57767004892465,-0.829187013273817
-0.0134756980323624,0.061615620614612,-1.59623240586538,18.0036258251014,0.0170407590170278,0.046022328453266,-0.307464371017352,0.0407246895921966,0.0365136679087164,2.14610821628644,0.0324623890708118,1.57756072322294,-0.8192408187256
